AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E06000011,East Riding of Yorkshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7980,Number,Number,,,,1,
E06000011,East Riding of Yorkshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5770,Number,Number,,,,1,
E06000011,East Riding of Yorkshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5350,Number,Number,,,,1,
E06000010,"Kingston upon Hull, City of",Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,8940,Number,Number,,,,1,
E06000010,"Kingston upon Hull, City of",Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5970,Number,Number,,,,1,
E06000010,"Kingston upon Hull, City of",Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5770,Number,Number,,,,1,
E06000012,North East Lincolnshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3970,Number,Number,,,,1,
E06000012,North East Lincolnshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3140,Number,Number,,,,1,
E06000012,North East Lincolnshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2650,Number,Number,,,,1,
E06000013,North Lincolnshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3570,Number,Number,,,,1,
E06000013,North Lincolnshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3060,Number,Number,,,,1,
E06000013,North Lincolnshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2670,Number,Number,,,,1,
E06000014,York,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,2770,Number,Number,,,,1,
E06000014,York,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,2390,Number,Number,,,,1,
E06000014,York,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2920,Number,Number,,,,1,
E10000023,North Yorkshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,10620,Number,Number,,,,1,
E10000023,North Yorkshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,9630,Number,Number,,,,1,
E10000023,North Yorkshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,9910,Number,Number,,,,1,
E08000016,Barnsley,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,6160,Number,Number,,,,1,
E08000016,Barnsley,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4540,Number,Number,,,,1,
E08000016,Barnsley,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4340,Number,Number,,,,1,
E08000017,Doncaster,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,9860,Number,Number,,,,1,
E08000017,Doncaster,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5840,Number,Number,,,,1,
E08000017,Doncaster,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5410,Number,Number,,,,1,
E08000018,Rotherham,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,5490,Number,Number,,,,1,
E08000018,Rotherham,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4460,Number,Number,,,,1,
E08000018,Rotherham,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4650,Number,Number,,,,1,
E08000019,Sheffield,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,10530,Number,Number,,,,1,
E08000019,Sheffield,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,9330,Number,Number,,,,1,
E08000019,Sheffield,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,9580,Number,Number,,,,1,
E08000032,Bradford,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,13340,Number,Number,,,,1,
E08000032,Bradford,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,11970,Number,Number,,,,1,
E08000032,Bradford,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,10810,Number,Number,,,,1,
E08000033,Calderdale,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4070,Number,Number,,,,1,
E08000033,Calderdale,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3410,Number,Number,,,,1,
E08000033,Calderdale,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3360,Number,Number,,,,1,
E08000034,Kirklees,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,8490,Number,Number,,,,1,
E08000034,Kirklees,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,7600,Number,Number,,,,1,
E08000034,Kirklees,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6990,Number,Number,,,,1,
E08000035,Leeds,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,18840,Number,Number,,,,1,
E08000035,Leeds,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,14930,Number,Number,,,,1,
E08000035,Leeds,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,15320,Number,Number,,,,1,
E08000036,Wakefield,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7060,Number,Number,,,,1,
E08000036,Wakefield,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5770,Number,Number,,,,1,
E08000036,Wakefield,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5490,Number,Number,,,,1,
E06000015,Derby,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,6790,Number,Number,,,,1,
E06000015,Derby,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5740,Number,Number,,,,1,
E06000015,Derby,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5610,Number,Number,,,,1,
E06000016,Leicester,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,10290,Number,Number,,,,1,
E06000016,Leicester,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,8390,Number,Number,,,,1,
E06000016,Leicester,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6870,Number,Number,,,,1,
E06000018,Nottingham,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,9500,Number,Number,,,,1,
E06000018,Nottingham,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,7300,Number,Number,,,,1,
E06000018,Nottingham,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6820,Number,Number,,,,1,
E06000017,Rutland,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,470,Number,Number,,,,1,
E06000017,Rutland,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,350,Number,Number,,,,1,
E06000017,Rutland,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,290,Number,Number,,,,1,
E06000061,North Northamptonshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,6690,Number,Number,,,,1,
E06000061,North Northamptonshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5830,Number,Number,,,,1,
E06000061,North Northamptonshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5140,Number,Number,,,,1,
E06000062,West Northamptonshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7230,Number,Number,,,,1,
E06000062,West Northamptonshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5850,Number,Number,,,,1,
E06000062,West Northamptonshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5540,Number,Number,,,,1,
E10000007,Derbyshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,12710,Number,Number,,,,1,
E10000007,Derbyshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,10080,Number,Number,,,,1,
E10000007,Derbyshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,10600,Number,Number,,,,1,
E10000018,Leicestershire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,10890,Number,Number,,,,1,
E10000018,Leicestershire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,9700,Number,Number,,,,1,
E10000018,Leicestershire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,9460,Number,Number,,,,1,
E10000019,Lincolnshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,14060,Number,Number,,,,1,
E10000019,Lincolnshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,11680,Number,Number,,,,1,
E10000019,Lincolnshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,10990,Number,Number,,,,1,
E10000024,Nottinghamshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,14640,Number,Number,,,,1,
E10000024,Nottinghamshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,12110,Number,Number,,,,1,
E10000024,Nottinghamshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,11750,Number,Number,,,,1,
E06000019,"Herefordshire, County of",Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,2200,Number,Number,,,,1,
E06000019,"Herefordshire, County of",Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,2120,Number,Number,,,,1,
E06000019,"Herefordshire, County of",Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,1870,Number,Number,,,,1,
E06000051,Shropshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,6490,Number,Number,,,,1,
E06000051,Shropshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4340,Number,Number,,,,1,
E06000051,Shropshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4210,Number,Number,,,,1,
E06000021,Stoke-on-Trent,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,6270,Number,Number,,,,1,
E06000021,Stoke-on-Trent,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5000,Number,Number,,,,1,
E06000021,Stoke-on-Trent,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4860,Number,Number,,,,1,
E06000020,Telford and Wrekin,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3820,Number,Number,,,,1,
E06000020,Telford and Wrekin,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3390,Number,Number,,,,1,
E06000020,Telford and Wrekin,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3030,Number,Number,,,,1,
E10000028,Staffordshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,14370,Number,Number,,,,1,
E10000028,Staffordshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,10760,Number,Number,,,,1,
E10000028,Staffordshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,11620,Number,Number,,,,1,
E10000031,Warwickshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,8140,Number,Number,,,,1,
E10000031,Warwickshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,7070,Number,Number,,,,1,
E10000031,Warwickshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6830,Number,Number,,,,1,
E08000025,Birmingham,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,38180,Number,Number,,,,1,
E08000025,Birmingham,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,27180,Number,Number,,,,1,
E08000025,Birmingham,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,23460,Number,Number,,,,1,
E08000026,Coventry,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7810,Number,Number,,,,1,
E08000026,Coventry,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,6580,Number,Number,,,,1,
E08000026,Coventry,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6160,Number,Number,,,,1,
E08000027,Dudley,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,6930,Number,Number,,,,1,
E08000027,Dudley,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5460,Number,Number,,,,1,
E08000027,Dudley,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4910,Number,Number,,,,1,
