AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E08000008,Tameside,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4870,Number,Number,,,,1,
E08000008,Tameside,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4180,Number,Number,,,,1,
E08000008,Tameside,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3880,Number,Number,,,,1,
E08000009,Trafford,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3510,Number,Number,,,,1,
E08000009,Trafford,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,2600,Number,Number,,,,1,
E08000009,Trafford,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2890,Number,Number,,,,1,
E08000010,Wigan,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7370,Number,Number,,,,1,
E08000010,Wigan,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5010,Number,Number,,,,1,
E08000010,Wigan,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4420,Number,Number,,,,1,
E10000017,Lancashire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,27130,Number,Number,,,,1,
E10000017,Lancashire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,19520,Number,Number,,,,1,
E10000017,Lancashire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,19240,Number,Number,,,,1,
E08000011,Knowsley,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4100,Number,Number,,,,1,
E08000011,Knowsley,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3150,Number,Number,,,,1,
E08000011,Knowsley,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2930,Number,Number,,,,1,
E08000012,Liverpool,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,14860,Number,Number,,,,1,
E08000012,Liverpool,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,11550,Number,Number,,,,1,
E08000012,Liverpool,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,12110,Number,Number,,,,1,
E08000014,Sefton,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,5660,Number,Number,,,,1,
E08000014,Sefton,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4190,Number,Number,,,,1,
E08000014,Sefton,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4280,Number,Number,,,,1,
E08000013,St. Helens,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4470,Number,Number,,,,1,
E08000013,St. Helens,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3390,Number,Number,,,,1,
E08000013,St. Helens,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3040,Number,Number,,,,1,
